id,source_edge_id,doc_id,sentence_id,sentence_text,subj_canonical_id,subj_canonical_term,rel_text,obj_canonical_id,obj_canonical_term,rel_len,has_prep,is_generic_rel,rel_support_total,rel_support_subj,rel_support_obj,accept,normalized_relation,reason,evidence,model_name,created_at
337,1674,doc_05b9,doc_05b9_sent_00136,"application/json
Responses
List of instances v0.0.43_openapi_instances_resp
default
List of instances v0.0.43_openapi_instances_resp
Up
get /slurmdb/v0.0.43/job/{job_id}Get job info (slurmdbV0043GetJob)",547,list,get,4151,info,3,0,1,27,11,15,1,unknown,The sentence 'get /slurmdb/v0.0.43/job/{job_id}Get job info (slurmdbV0043GetJob)' implies that the 'application/json' is getting 'job info' from'slurmdb/v0.0.43/job/{job_id}',get /slurmdb/v0.0.43/job/{job_id}Get job info (slurmdbV0043GetJob),mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
338,1683,doc_05b9,doc_05b9_sent_00163,"application/json
Responses
List of jobs v0.0.43_openapi_slurmdbd_jobs_resp
default
List of jobs v0.0.43_openapi_slurmdbd_jobs_resp
Up
get /slurmdb/v0.0.43/ping/ping test (slurmdbV0043GetPing)
Return type
v0.0.43_openapi_slurmdbd_ping_resp
Example data
Content-Type: application/json
 ""pings"" : [ {
 ""error"" : ""error"",
 ""error"" : ""error"",
This API call produces the following media types according to the Accept request header; the media type will be conveyed by the Content-Type response header.",547,list,get,3581,test,3,0,1,27,11,15,1,reports,"The sentence states that the API call 'get' returns a response, which is a common way to report information.",get /slurmdb/v0.0.43/ping/ping test (slurmdbV0043GetPing),mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
339,1685,doc_05b9,doc_05b9_sent_00169,"Query Parameter â CSV QOS name list default: null
preempt_mode (optional)
Query Parameter â PreemptMode used when jobs in this QOS are preempted default: null
Return type
v0.0.43_openapi_slurmdbd_qos_resp
Example data
Content-Type: application/json
 ""error"" : ""error"",
 ""error"" : ""error"",
This API call produces the following media types according to the Accept request header; the media type will be conveyed by the Content-Type response header.",1995,preemptmode,use,65,default,3,0,1,63,35,45,1,uses,"The sentence mentions 'used when jobs in this QOS are preempted' and 'preempt_mode' is the subject, so the relation is 'uses'.",Query Parameter — PreemptMode used when jobs in this QOS are preempted default: null,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
340,1691,doc_05b9,doc_05b9_sent_00175,"Query Parameter â Include WCKeys default: null
Return type
v0.0.43_openapi_users_resp
Example data
Content-Type: application/json
 ""error"" : ""error"",
 ""error"" : ""error"",
This API call produces the following media types according to the Accept request header; the media type will be conveyed by the Content-Type response header.",247,query parameter â,include,65,default,7,0,1,52,24,24,1,depends_on,query parameter influences API call to return specific media type based on Accept header,This API call produces the following media types according to the Accept request header; the media type will be conveyed by the Content-Type response header.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
341,1697,doc_05b9,doc_05b9_sent_00214,"Query Parameter â CSV QOS name list default: null
preempt_mode (optional)
Query Parameter â PreemptMode used when jobs in this QOS are preempted default: null
Return type
v0.0.43_openapi_resp
Example data
Content-Type: application/json
 ""error"" : ""error"",
 ""error"" : ""error"",
This API call produces the following media types according to the Accept request header; the media type will be conveyed by the Content-Type response header.",1995,preemptmode,use,65,default,3,0,1,63,35,45,1,uses,The sentence mentions 'PreemptMode used when jobs in this QOS are preempted'. This implies a usage relationship.,PreemptMode used when jobs in this QOS are preempted,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
342,1727,doc_d199,doc_d199_sent_00012,"Documentation
Slurm includes example generated documentation, provided with each release.",50,slurm,include,3489,documentation,7,0,1,52,24,24,1,unknown,The sentence states that 'Slurm includes example generated documentation'.,"Documentation Slurm includes example generated documentation,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
343,1728,doc_d199,doc_d199_sent_00020,"For example, v0.0.38 methods were added in Slurm-22.05 but can be used until Slurm-24.05. While this works, these methods will not get any new features or functionality, but generally only security fixes.",2258,method,get,638,feature,3,0,1,27,11,15,1,uses,"The sentence states that the methods 'can be used' and 'will not get any new features or functionality', implying that they still function as intended.","For example, v0.0.38 methods were added in Slurm-22.05 but can be used until Slurm-24.05.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
344,1729,doc_d199,doc_d199_sent_00021,"Slurm will get several new features every release, and those changes are then reflected by the changes in the new plugin version. A client wishing to use the new features will have to move to the newer version as new features will not be backported.",50,slurm,get,638,feature,3,0,1,27,11,15,1,unknown,"The sentence states that Slurm 'gets' new features, which is a valid relation.",Slurm will get several new features every release...,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
345,1733,doc_d199,doc_d199_sent_00045,If the specification is somehow fundamentally broken so that it violates the OpenAPI standard. Slurm has test units to try catch this but those tests are not perfect.,50,slurm,have,2598,unit,4,0,1,130,52,72,1,unknown,The sentence states that Slurm 'has' test units.,If the specification is fundamentally broken so that it violates the OpenAPI standard. Slurm has test units to try catch this but those tests are,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
346,1734,doc_0e42,doc_0e42_sent_00001,"Slurm provides a REST API through the slurmrestd daemon, using JSON Web Tokens for authentication.",50,slurm,provide,7480,rest api,7,0,1,42,27,28,1,unknown,The sentence explicitly states that Slurm 'provides' a REST API.,"Slurm provides a REST API through the slurmrestd daemon, using JSON Web Tokens for authentication.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
347,1737,doc_0e42,doc_0e42_sent_00015,"-M -r -s /usr/sbin/nologin -U slurmrestdIf needed, sites can run systemctl edit slurmrestd to override the default User and Group to the site specific user and group:",199,site,run,1430,systemctl edit slurmrestd,3,0,1,31,17,11,1,runs_on,The sentence states that'sites can run systemctl edit slurmrestd'.,sites can run systemctl edit slurmrestd,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
348,1738,doc_0e42,doc_0e42_sent_00022,"Permissions: The user running the service must have write+execute permissions on the directory that will contain the UNIX socket
Changing socket: On Slurm 23.11, the way to change or disable the socket is to modify the 'ExecStart' line of the service
Run systemctl edit slurmrestd
Add the following contents to the [Service] section:
ExecStart=
ExecStart=/usr/sbin/slurmrestd $SLURMRESTD_OPTIONS
Environment=SLURMRESTD_LISTEN=:6820
Adjust the assignment of SLURMRESTD_LISTEN to contain the socket(s) you want the daemon to listen on.",98,user,have,6661,permission,4,0,1,130,52,72,1,unknown,"The sentence states that the user'must have' permissions, which implies a 'has' relation.",Permissions: The user running the service must have write+execute permissions on the directory that will contain the UNIX socket,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
349,1740,doc_0e42,doc_0e42_sent_00027,"The default slurmrestd.service file has two intended ways of customizing its operation:
Environment files: The service will read environment variables from two files: /etc/default/slurmrestd and /etc/sysconfig/slurmrestd.",1432,service,read,1460,environment variable,4,0,1,8,8,6,1,reads_from,The sentence states that the service'reads environment variables' from files.,The service will read environment variables from two files:,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
350,1741,doc_0e42,doc_0e42_sent_00031,Service editing: Systemd has a built in way to edit services by running systemctl edit slurmrestd.,1920,systemd,have,1410,slurmrestd,4,0,1,130,52,72,1,unknown,Service editing: Systemd has a built in way to edit services by running systemctl edit slurmrestd.,Service editing: Systemd has a built in way to edit services by running systemctl edit slurmrestd.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
351,1742,doc_0e42,doc_0e42_sent_00033,"The override file must have the appropriate section declaration(s) for the directives you use (e.g., [Service]).",59,file,have,1415,section,4,0,1,130,52,72,1,unknown,"The sentence states that the file'must have' a section, indicating possession.","The override file must have the appropriate section declaration(s) for the directives you use (e.g., [Service]).",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
352,1743,doc_0e42,doc_0e42_sent_00033,"The override file must have the appropriate section declaration(s) for the directives you use (e.g., [Service]).",59,file,have,1432,service,4,0,1,130,52,72,1,unknown,"The sentence states that the file'must have' the appropriate section declarations for the service, implying possession.","The override file must have the appropriate section declarations(s) for the directives you use (e.g., [Service]).",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
353,1745,doc_0e42,doc_0e42_sent_00041,"Token management
This guide provides a simple overview using scontrol to obtain tokens.",1498,guide,provide,1002,overview,7,0,1,42,27,28,1,unknown,The sentence states that the guide 'provides' an overview.,This guide provides a simple overview using scontrol to obtain tokens.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
354,1747,doc_0e42,doc_0e42_sent_00045,"This may be due to a permissions issue while attempting to set up the socket. Check the log output from slurmrestd for the path to the socket. Ensure that the user running the slurmrestd service has permissions to the parent directory of the configured socket path, or change/remove the socket path as described above.",98,user,have,6661,permission,4,0,1,130,52,72,1,unknown,The sentence mentions 'user running the slurmrestd service has permissions to the parent directory of the configured socket path'.,This may be due to a permissions issue while attempting to set up the socket. Check the log output from slurmrestd for the path to,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
355,1750,doc_2770,doc_2770_sent_00005,"A more comprehensive scheduling attempt is typically done by the backfill scheduling plugin, which considers job run time and resources required to determine if lower-priority jobs would actually take resources needed by higher-priority jobs.",24,job,take,1749,resource,4,0,1,12,10,7,1,requires,The sentence states that lower-priority jobs 'would actually take resources needed by higher-priority jobs'. This implies a requirement.,"A more comprehensive scheduling attempt is typically done by the backfill scheduling plugin, which considers job run time and resources required to determine if lower-priority",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
356,1752,doc_2770,doc_2770_sent_00023,Slurm's backfill scheduler takes into consideration every running job.,1625,scheduler,take,24,job,4,0,1,12,10,7,1,unknown,"The sentence states that Slurm's backfill scheduler 'takes into consideration' every running job, which implies that it processes jobs.",Slurm's backfill scheduler takes into consideration every running job.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
357,1767,doc_2660,doc_2660_sent_00001,"Starting with version 21.08, Slurm includes support for setting an SELinux context for jobs as a technology preview.",50,slurm,include,2122,support,7,0,1,52,24,24,1,unknown,The sentence states that 'Slurm includes support for setting an SELinux context for jobs'.,"Starting with version 21.08, Slurm includes support for setting an SELinux context for jobs as a technology preview.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
358,1770,doc_2660,doc_2660_sent_00005,"It is important to note that this value can be directly manipulated by the end-user, and it is up to site-specific scripts to validate and control access to these contexts. At this time MUNGE, which Slurm users to security identify users and hosts on the cluster, does not provide an SELinux context field, and as such there is no secure mechanism to send the current context to the Slurm controller. Thus the context, as provided at job submission time, must be validated by a job_submit plugin running within the slurmctld.",3928,munge,provide,1224,field,7,0,1,42,27,28,1,unknown,The sentence states that 'MUNGE provides no SELinux context field' and the subject is 'MUNGE'.,"It is up to site-specific scripts to validate and control access to these contexts. At this time MUNGE, which Slurm uses to security identify users",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
