enrich_id,canonical_term,example_term,scheduler,category,short_definition,is_hpc_domain,freq_total,doc_count,aliases_json,raw_json
3870,schedule_cycle_per_minute,schedule_cycle_per_minute,both,job_state,"schedule_cycle_per_minute is a metric indicating the average number of scheduling cycles executed per minute, providing insights into the scheduler's performance.",1,1,1,[],"{
  ""term"": ""schedule_cycle_per_minute"",
  ""canonical"": ""schedule_cycle_per_minute"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""schedule_cycle_per_minute is a metric indicating the average number of scheduling cycles executed per minute, providing insights into the scheduler's performance."",
  ""aliases"": []
}"
3871,schedule_cycle_sum,schedule_cycle_sum,both,log_or_state_path,"schedule_cycle_sum is an optional integer field in the Slurm and LSF monitoring data structure, representing the total run time in microseconds for all scheduling cycles since the last reset.",1,1,1,[],"{
  ""term"": ""schedule_cycle_sum"",
  ""canonical"": ""schedule_cycle_sum"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""log_or_state_path"",
  ""short_definition"": ""schedule_cycle_sum is an optional integer field in the Slurm and LSF monitoring data structure, representing the total run time in microseconds for all scheduling cycles since the last reset."",
  ""aliases"": []
}"
3872,schedule_cycle_total,schedule_cycle_total,generic,log_or_state_path,schedule_cycle_total is an optional integer that represents the total number of scheduling cycles since the last reset in microseconds.,1,1,1,[],"{
  ""term"": ""schedule_cycle_total"",
  ""canonical"": ""schedule_cycle_total"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""log_or_state_path"",
  ""short_definition"": ""schedule_cycle_total is an optional integer that represents the total number of scheduling cycles since the last reset in microseconds."",
  ""aliases"": []
}"
3873,scheduled,scheduled,slurm,job_state,"In SLURM, the 'scheduled' job state indicates that a job has been allocated resources and is waiting to start running.",1,1,1,[],"{
  ""term"": ""scheduled"",
  ""canonical"": ""scheduled"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""In SLURM, the 'scheduled' job state indicates that a job has been allocated resources and is waiting to start running."",
  ""aliases"": []
}"
3874,scheduled again,scheduled again,slurm,job_state,A job state indicating that a job has been resubmitted for execution after completing or failing.,1,1,1,[],"{
  ""term"": ""scheduled again"",
  ""canonical"": ""scheduled again"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""A job state indicating that a job has been resubmitted for execution after completing or failing."",
  ""aliases"": []
}"
3875,scheduled_by_backfill,scheduled_by_backfill,slurm,job_state,scheduled_by_backfill is a job state parameter in SLURM indicating that the job was started from a backfill scheduler.,1,1,1,[],"{
  ""term"": ""scheduled_by_backfill"",
  ""canonical"": ""scheduled_by_backfill"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""scheduled_by_backfill is a job state parameter in SLURM indicating that the job was started from a backfill scheduler."",
  ""aliases"": []
}"
3876,scheduled_by_main,scheduled_by_main,slurm,job_state,scheduled_by_main is a query parameter in SLURM's API to indicate whether a job was started from the main scheduler.,1,1,1,[],"{
  ""term"": ""scheduled_by_main"",
  ""canonical"": ""scheduled_by_main"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""scheduled_by_main is a query parameter in SLURM's API to indicate whether a job was started from the main scheduler."",
  ""aliases"": []
}"
3877,scheduled_on_submit,scheduled_on_submit,slurm,job_state,scheduled_on_submit is a query parameter in SLURM's API to check if a job was started on submission.,1,1,1,[],"{
  ""term"": ""scheduled_on_submit"",
  ""canonical"": ""scheduled_on_submit"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""scheduled_on_submit is a query parameter in SLURM's API to check if a job was started on submission."",
  ""aliases"": []
}"
3878,scheduler,scheduler,both,scheduler,"A scheduler is a system component that manages and allocates resources for job execution on an HPC cluster, such as SLURM or IBM LSF.",1,4,3,"[""workload manager"", ""job scheduler""]","{
  ""term"": ""scheduler"",
  ""canonical"": ""scheduler"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""scheduler"",
  ""short_definition"": ""A scheduler is a system component that manages and allocates resources for job execution on an HPC cluster, such as SLURM or IBM LSF."",
  ""aliases"": [""workload manager"", ""job scheduler""]
}"
3879,scheduler logs,scheduler logs,slurm,log_or_state_path,"Scheduler logs are files or directories containing records of job submissions, scheduling decisions, and job execution status for the SLURM workload manager.",1,1,1,[],"{
  ""term"": ""scheduler logs"",
  ""canonical"": ""scheduler logs"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""log_or_state_path"",
  ""short_definition"": ""Scheduler logs are files or directories containing records of job submissions, scheduling decisions, and job execution status for the SLURM workload manager."",
  ""aliases"": []
}"
3880,scheduler running slower,scheduler running slower,slurm,job_state,"The SLURM scheduler running slower refers to a situation where the scheduler experiences delays or reduced performance, potentially due to increased kernel scheduler contention or other factors.",1,1,1,[],"{
  ""term"": ""scheduler running slower"",
  ""canonical"": ""scheduler running slower"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""The SLURM scheduler running slower refers to a situation where the scheduler experiences delays or reduced performance, potentially due to increased kernel scheduler contention or other factors."",
  ""aliases"": []
}"
3881,scheduler threads,scheduler threads,slurm,other_hpc,Scheduler threads in SLURM refer to the number of threads used by slurmctld to process incoming RPC requests. Adjusting this parameter can impact scheduler performance and RPC throughput.,1,1,1,[],"{
  ""term"": ""scheduler threads"",
  ""canonical"": ""scheduler threads"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Scheduler threads in SLURM refer to the number of threads used by slurmctld to process incoming RPC requests. Adjusting this parameter can impact scheduler performance and RPC throughput."",
  ""aliases"": []
}"
3882,scheduler throughput,scheduler throughput,slurm,other_hPC,Scheduler throughput refers to the rate at which jobs are processed by the SLURM scheduler in a high-throughput environment.,1,1,1,[],"{
  ""term"": ""scheduler throughput"",
  ""canonical"": ""scheduler throughput"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hPC"",
  ""short_definition"": ""Scheduler throughput refers to the rate at which jobs are processed by the SLURM scheduler in a high-throughput environment."",
  ""aliases"": []
}"
3883,scheduler_unset,scheduler_unset,slurm,config_param,scheduler_unset is a configuration parameter used in SLURM's API to specify schedule bits not set for job queries.,1,1,1,[],"{
  ""term"": ""scheduler_unset"",
  ""canonical"": ""scheduler_unset"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""scheduler_unset is a configuration parameter used in SLURM's API to specify schedule bits not set for job queries."",
  ""aliases"": []
}"
3884,schedulerparameters,SchedulerParameters,slurm,config_param,SchedulerParameters is a configuration parameter in SLURM that allows customization of backfill scheduling behavior.,1,8,7,[],"{
  ""term"": ""SchedulerParameters"",
  ""canonical"": ""schedulerparameters"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""SchedulerParameters is a configuration parameter in SLURM that allows customization of backfill scheduling behavior."",
  ""aliases"": []
}"
3885,schedulertimeslice,SchedulerTimeSlice,both,config_param,"SchedulerTimeSlice is a configuration parameter that sets the time slice for job rotation in the gang scheduler, aiming to balance job distribution and resource utilization.",1,4,1,[],"{
  ""term"": ""SchedulerTimeSlice"",
  ""canonical"": ""SchedulerTimeSlice"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""config_param"",
  ""short_definition"": ""SchedulerTimeSlice is a configuration parameter that sets the time slice for job rotation in the gang scheduler, aiming to balance job distribution and resource utilization."",
  ""aliases"": []
}"
3886,scheduling,Scheduling,generic,other_hpc,"The process of managing and coordinating the execution of jobs on an HPC system, considering resource availability, job dependencies, and priority.",1,4,4,[],"{
  ""term"": ""Scheduling"",
  ""canonical"": ""scheduling"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The process of managing and coordinating the execution of jobs on an HPC system, considering resource availability, job dependencies, and priority."",
  ""aliases"": []
}"
3887,scheduling algorithm,scheduling algorithm,slurm,other_hpc,"The scheduling algorithm in SLURM determines how jobs are placed on the cluster based on topology, network configuration, and job requirements.",1,1,1,[],"{
  ""term"": ""scheduling algorithm"",
  ""canonical"": ""scheduling algorithm"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The scheduling algorithm in SLURM determines how jobs are placed on the cluster based on topology, network configuration, and job requirements."",
  ""aliases"": []
}"
3888,scheduling configuration guide,Scheduling Configuration Guide,generic,other_hpc,"The Scheduling Configuration Guide is a document that provides instructions and best practices for configuring HPC schedulers, including setting up GPU resource limits, billing weights, and accounting storage.",1,1,1,[],"{
  ""term"": ""Scheduling Configuration Guide"",
  ""canonical"": ""scheduling configuration guide"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The Scheduling Configuration Guide is a document that provides instructions and best practices for configuring HPC schedulers, including setting up GPU resource limits, billing weights, and accounting storage."",
  ""aliases"": []
}"
3889,scheduling cycle,scheduling cycle,generic,job_state,A scheduling cycle is a unit of time during which the scheduler performs its job allocation and management tasks.,1,1,1,[],"{
  ""term"": ""scheduling cycle"",
  ""canonical"": ""scheduling cycle"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""job_state"",
  ""short_definition"": ""A scheduling cycle is a unit of time during which the scheduler performs its job allocation and management tasks."",
  ""aliases"": []
}"
3890,scheduling logic,scheduling logic,both,other_hpc,"The scheduling logic refers to the algorithms and processes that manage job submission, scheduling, and execution on HPC systems, affecting job throughput and responsiveness.",1,1,1,[],"{
  ""term"": ""scheduling logic"",
  ""canonical"": ""scheduling logic"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The scheduling logic refers to the algorithms and processes that manage job submission, scheduling, and execution on HPC systems, affecting job throughput and responsiveness."",
  ""aliases"": []
}"
3891,scheduling of heterogeneous jobs,scheduling of heterogeneous jobs,slurm,other_hpc,"The scheduling of heterogeneous jobs in SLURM is a process that allows jobs with different resource requirements to be scheduled on the cluster, with each component of a heterogeneous job being scheduled independently by the sched/backfill plugin.",1,1,1,[],"{
  ""term"": ""scheduling of heterogeneous jobs"",
  ""canonical"": ""scheduling of heterogeneous jobs"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The scheduling of heterogeneous jobs in SLURM is a process that allows jobs with different resource requirements to be scheduled on the cluster, with each component of a heterogeneous job being scheduled independently by the sched/backfill plugin."",
  ""aliases"": []
}"
3892,scheduling parameters,scheduling parameters,generic,config_param,"Scheduling parameters are configuration options that control the behavior of the scheduler, such as job delay, deferral, and minimum interval.",1,1,1,[],"{
  ""term"": ""scheduling parameters"",
  ""canonical"": ""scheduling parameters"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""config_param"",
  ""short_definition"": ""Scheduling parameters are configuration options that control the behavior of the scheduler, such as job delay, deferral, and minimum interval."",
  ""aliases"": []
}"
