child,parent,method,evidence
distribution job,task job,"embed_expand(k=5,min_cos=0.75)",seed=requirement task job;sim=0.999
job allocation,task job,"embed_expand(k=5,min_cos=0.75)",seed=requirement task job;sim=0.999
slot job,slot,"embed_expand(k=5,min_cos=0.75)",seed=count job slot;sim=1.000
slot job,job slot,"embed_expand(k=5,min_cos=0.75)",seed=count job slot;sim=1.000
list resource provider,boolean resource,"embed_expand(k=5,min_cos=0.75)",seed=list boolean resource;sim=1.000
resource request,boolean resource,"embed_expand(k=5,min_cos=0.75)",seed=list boolean resource;sim=0.999
individual lsf host,dynamic host,"embed_expand(k=5,min_cos=0.75)",seed=lsf dynamic host;sim=1.000
valid lsf host,dynamic host,"embed_expand(k=5,min_cos=0.75)",seed=lsf dynamic host;sim=0.999
lsf host group,dynamic host,"embed_expand(k=5,min_cos=0.75)",seed=lsf dynamic host;sim=0.999
lsf client host,dynamic host,"embed_expand(k=5,min_cos=0.75)",seed=lsf dynamic host;sim=0.999
good available host,dynamic host,"embed_expand(k=5,min_cos=0.75)",seed=unavailable dynamic host;sim=0.999
performance metric,collection,"embed_expand(k=5,min_cos=0.75)",seed=performance metric collection;sim=1.000
performance,collection,"embed_expand(k=5,min_cos=0.75)",seed=performance metric collection;sim=0.999
performance scalability,collection,"embed_expand(k=5,min_cos=0.75)",seed=performance metric collection;sim=0.999
optimal performance,collection,"embed_expand(k=5,min_cos=0.75)",seed=performance metric collection;sim=0.999
datum staging,collection,"embed_expand(k=5,min_cos=0.75)",seed=datum collection;sim=1.000
datum specification,collection,"embed_expand(k=5,min_cos=0.75)",seed=datum collection;sim=1.000
resource usage job,requirement job,"embed_expand(k=5,min_cos=0.75)",seed=resource requirement job;sim=1.000
valid provider,tag,"embed_expand(k=5,min_cos=0.75)",seed=valid tag;sim=1.000
datum cache,transfer,"embed_expand(k=5,min_cos=0.75)",seed=datum transfer;sim=0.999
transfer tool,transfer,"embed_expand(k=5,min_cos=0.75)",seed=data transfer;sim=0.999
data transfer tool,transfer,"embed_expand(k=5,min_cos=0.75)",seed=data transfer;sim=0.999
launch node,transfer node,"embed_expand(k=5,min_cos=0.75)",seed=data transfer node;sim=0.999
job lsf cluster,cluster job,"embed_expand(k=5,min_cos=0.75)",seed=lsf cluster job;sim=1.000
job host lsf,cluster job,"embed_expand(k=5,min_cos=0.75)",seed=lsf cluster job;sim=0.999
job lsf system,cluster job,"embed_expand(k=5,min_cos=0.75)",seed=lsf cluster job;sim=0.999
lsf job,cluster job,"embed_expand(k=5,min_cos=0.75)",seed=lsf cluster job;sim=0.999
job cluster,cluster job,"embed_expand(k=5,min_cos=0.75)",seed=execution cluster job;sim=0.999
job control message,datum job,"embed_expand(k=5,min_cos=0.75)",seed=message datum job;sim=0.999
lsf fix pack,explorer,"embed_expand(k=5,min_cos=0.75)",seed=lsf explorer;sim=1.000
lsf leverage,explorer,"embed_expand(k=5,min_cos=0.75)",seed=lsf explorer;sim=1.000
amd gpu lsf,explorer,"embed_expand(k=5,min_cos=0.75)",seed=lsf explorer;sim=1.000
nvidia gpu lsf,explorer,"embed_expand(k=5,min_cos=0.75)",seed=lsf explorer;sim=1.000
datum staging,specification,"embed_expand(k=5,min_cos=0.75)",seed=datum specification;sim=1.000
datum collection,specification,"embed_expand(k=5,min_cos=0.75)",seed=datum specification;sim=1.000
job lost_and_found queue,transfer queue,"embed_expand(k=5,min_cos=0.75)",seed=job transfer queue;sim=1.000
job specific queue,transfer queue,"embed_expand(k=5,min_cos=0.75)",seed=job transfer queue;sim=1.000
slot job queue,transfer queue,"embed_expand(k=5,min_cos=0.75)",seed=job transfer queue;sim=1.000
job local queue,transfer queue,"embed_expand(k=5,min_cos=0.75)",seed=job transfer queue;sim=1.000
external executable,client,"embed_expand(k=5,min_cos=0.75)",seed=external client;sim=0.999
external authentication feature,client,"embed_expand(k=5,min_cos=0.75)",seed=external client;sim=0.999
external authentication behavior,client,"embed_expand(k=5,min_cos=0.75)",seed=external client;sim=0.999
feature lsf,client,"embed_expand(k=5,min_cos=0.75)",seed=lsf client;sim=0.999
power management policy,candidate,"embed_expand(k=5,min_cos=0.75)",seed=management candidate;sim=0.999
management application,candidate,"embed_expand(k=5,min_cos=0.75)",seed=management candidate;sim=0.999
policy remote cluster,candidate,"embed_expand(k=5,min_cos=0.75)",seed=management candidate;sim=0.998
single slot host,candidate,"embed_expand(k=5,min_cos=0.75)",seed=management candidate;sim=0.998
submission execution host,candidate,"embed_expand(k=5,min_cos=0.75)",seed=execution host candidate;sim=1.000
suspend unfinished job,candidate,"embed_expand(k=5,min_cos=0.75)",seed=job candidate;sim=1.000
parallel job job,candidate,"embed_expand(k=5,min_cos=0.75)",seed=job candidate;sim=0.999
lot job,container,"embed_expand(k=5,min_cos=0.75)",seed=job container;sim=1.000
multicluster job,container,"embed_expand(k=5,min_cos=0.75)",seed=job container;sim=1.000
job array element,container,"embed_expand(k=5,min_cos=0.75)",seed=job container;sim=1.000
lsf gpu support,container,"embed_expand(k=5,min_cos=0.75)",seed=lsf support container;sim=1.000
lsf family product,container,"embed_expand(k=5,min_cos=0.75)",seed=lsf support container;sim=0.998
early version lsf,container,"embed_expand(k=5,min_cos=0.75)",seed=lsf support container;sim=0.998
job plan,container,"embed_expand(k=5,min_cos=0.75)",seed=internal job container;sim=0.999
plan job,container,"embed_expand(k=5,min_cos=0.75)",seed=internal job container;sim=0.999
child job,container,"embed_expand(k=5,min_cos=0.75)",seed=internal job container;sim=0.999
external static resource,external resource,"embed_expand(k=5,min_cos=0.75)",seed=dynamic external resource;sim=1.000
dynamic resource,external resource,"embed_expand(k=5,min_cos=0.75)",seed=dynamic external resource;sim=0.999
behavior lsf,installation,"embed_expand(k=5,min_cos=0.75)",seed=lsf installation;sim=0.999
aspect lsf behavior,installation,"embed_expand(k=5,min_cos=0.75)",seed=lsf installation;sim=0.999
installation package,installation,"embed_expand(k=5,min_cos=0.75)",seed=upgrade installation;sim=0.999
processor binding,sharing,"embed_expand(k=5,min_cos=0.75)",seed=fair sharing;sim=0.998
license feature,sharing,"embed_expand(k=5,min_cos=0.75)",seed=license ownership sharing;sim=0.999
maximum resource,sharing,"embed_expand(k=5,min_cos=0.75)",seed=resource sharing;sim=0.999
unit resource,sharing,"embed_expand(k=5,min_cos=0.75)",seed=resource sharing;sim=0.999
dynamic mig scheduling,sharing,"embed_expand(k=5,min_cos=0.75)",seed=dynamic sharing;sim=0.999
calculation dynamic priority,sharing,"embed_expand(k=5,min_cos=0.75)",seed=dynamic sharing;sim=0.999
network connection,interface,"embed_expand(k=5,min_cos=0.75)",seed=efa network interface;sim=0.999
network architecture,interface,"embed_expand(k=5,min_cos=0.75)",seed=efa network interface;sim=0.999
large job,job array,"embed_expand(k=5,min_cos=0.75)",seed=large job array;sim=1.000
large parallel job,job array,"embed_expand(k=5,min_cos=0.75)",seed=large job array;sim=1.000
parallel job,job array,"embed_expand(k=5,min_cos=0.75)",seed=large job array;sim=0.999
lot job,job array,"embed_expand(k=5,min_cos=0.75)",seed=element job array;sim=1.000
job array element,job array,"embed_expand(k=5,min_cos=0.75)",seed=element job array;sim=1.000
checkpointable job,job array,"embed_expand(k=5,min_cos=0.75)",seed=element job array;sim=1.000
host statu,topology,"embed_expand(k=5,min_cos=0.75)",seed=host topology;sim=1.000
closed host,topology,"embed_expand(k=5,min_cos=0.75)",seed=host topology;sim=1.000
host alia,topology,"embed_expand(k=5,min_cos=0.75)",seed=host topology;sim=1.000
mig host,topology,"embed_expand(k=5,min_cos=0.75)",seed=host topology;sim=1.000
host power,topology,"embed_expand(k=5,min_cos=0.75)",seed=host topology;sim=1.000
compound resource requirement,expression,"embed_expand(k=5,min_cos=0.75)",seed=resource requirement expression;sim=1.000
lot job,expression,"embed_expand(k=5,min_cos=0.75)",seed=job dependency expression;sim=1.000
job array element,expression,"embed_expand(k=5,min_cos=0.75)",seed=job dependency expression;sim=1.000
checkpointable job,expression,"embed_expand(k=5,min_cos=0.75)",seed=job dependency expression;sim=1.000
time window reservation,expression,"embed_expand(k=5,min_cos=0.75)",seed=time expression;sim=1.000
time window,expression,"embed_expand(k=5,min_cos=0.75)",seed=time expression;sim=1.000
requirement,expression,"embed_expand(k=5,min_cos=0.75)",seed=requirement rusage expression;sim=1.000
stage requirement,expression,"embed_expand(k=5,min_cos=0.75)",seed=requirement rusage expression;sim=1.000
cgroup memory subsystem,notification,"embed_expand(k=5,min_cos=0.75)",seed=email notification;sim=0.998
host attribute,compute unit,"embed_expand(k=5,min_cos=0.75)",seed=host compute unit;sim=0.999
host instance,compute unit,"embed_expand(k=5,min_cos=0.75)",seed=host compute unit;sim=0.999
license token distribution,distribution policy,"embed_expand(k=5,min_cos=0.75)",seed=license distribution policy;sim=1.000
resource method reserve,distribution policy,"embed_expand(k=5,min_cos=0.75)",seed=license distribution policy;sim=0.999
license allocation,distribution policy,"embed_expand(k=5,min_cos=0.75)",seed=license distribution policy;sim=0.999
platform lsf,lsf event,"embed_expand(k=5,min_cos=0.75)",seed=job_finish2 lsf event;sim=0.999
remote cluster,execution cluster,"embed_expand(k=5,min_cos=0.75)",seed=remote execution cluster;sim=0.999
policy remote cluster,execution cluster,"embed_expand(k=5,min_cos=0.75)",seed=remote execution cluster;sim=0.999
remote cluster job,execution cluster,"embed_expand(k=5,min_cos=0.75)",seed=remote execution cluster;sim=0.999
submission cluster,execution cluster,"embed_expand(k=5,min_cos=0.75)",seed=submission execution cluster;sim=0.999
job execution host,host job,"embed_expand(k=5,min_cos=0.75)",seed=execution host job;sim=1.000
host parallel job,host job,"embed_expand(k=5,min_cos=0.75)",seed=execution host job;sim=0.999
host particular job,host job,"embed_expand(k=5,min_cos=0.75)",seed=execution host job;sim=0.999
linux arm,pam,"embed_expand(k=5,min_cos=0.75)",seed=linux pam;sim=1.000
linux ppc64le,pam,"embed_expand(k=5,min_cos=0.75)",seed=linux pam;sim=1.000
unix linux,pam,"embed_expand(k=5,min_cos=0.75)",seed=linux pam;sim=0.999
elim executable host,host group,"embed_expand(k=5,min_cos=0.75)",seed=external host group;sim=0.999
order candidate host,host group,"embed_expand(k=5,min_cos=0.75)",seed=external host group;sim=0.999
dynamic host host,host group,"embed_expand(k=5,min_cos=0.75)",seed=host host group;sim=0.999
unavailable host,host group,"embed_expand(k=5,min_cos=0.75)",seed=host host group;sim=0.999
management host,host group,"embed_expand(k=5,min_cos=0.75)",seed=host host group;sim=0.999
powerful management host,host group,"embed_expand(k=5,min_cos=0.75)",seed=host host group;sim=0.999
individual lsf host,host group,"embed_expand(k=5,min_cos=0.75)",seed=lsf host group;sim=1.000
valid lsf host,host group,"embed_expand(k=5,min_cos=0.75)",seed=lsf host group;sim=1.000
lsf client host,host group,"embed_expand(k=5,min_cos=0.75)",seed=lsf host group;sim=1.000
lsf dynamic host,host group,"embed_expand(k=5,min_cos=0.75)",seed=lsf host group;sim=0.999
external resource,static resource,"embed_expand(k=5,min_cos=0.75)",seed=external static resource;sim=1.000
dynamic external resource,static resource,"embed_expand(k=5,min_cos=0.75)",seed=external static resource;sim=1.000
job scheduling dispatch,scheduling policy,"embed_expand(k=5,min_cos=0.75)",seed=job scheduling policy;sim=1.000
job scheduling,scheduling policy,"embed_expand(k=5,min_cos=0.75)",seed=job scheduling policy;sim=1.000
scheduling session job,scheduling policy,"embed_expand(k=5,min_cos=0.75)",seed=job scheduling policy;sim=1.000
scheduling feature,scheduling policy,"embed_expand(k=5,min_cos=0.75)",seed=fcfs scheduling policy;sim=1.000
configure lsf startup,scheduling policy,"embed_expand(k=5,min_cos=0.75)",seed=lsf scheduling policy;sim=0.999
lsf integration package,scheduling policy,"embed_expand(k=5,min_cos=0.75)",seed=lsf scheduling policy;sim=0.999
parallel job lsf,job process,"embed_expand(k=5,min_cos=0.75)",seed=lsf job process;sim=0.999
job submission lsf,job process,"embed_expand(k=5,min_cos=0.75)",seed=lsf job process;sim=0.999
process parallel job,job process,"embed_expand(k=5,min_cos=0.75)",seed=feature job process;sim=1.000
field name order,feature_list,"embed_expand(k=5,min_cos=0.75)",seed=feature name feature_list;sim=0.999
scheduling feature,feature_list,"embed_expand(k=5,min_cos=0.75)",seed=feature name feature_list;sim=0.999
remote job,result,"embed_expand(k=5,min_cos=0.75)",seed=remote job result;sim=1.000
result job,result,"embed_expand(k=5,min_cos=0.75)",seed=remote job result;sim=0.999
time job submission,result,"embed_expand(k=5,min_cos=0.75)",seed=remote job result;sim=0.999
type host,model,"embed_expand(k=5,min_cos=0.75)",seed=host model;sim=0.999
type job,model,"embed_expand(k=5,min_cos=0.75)",seed=job forwarding model;sim=0.999
job submission host,model,"embed_expand(k=5,min_cos=0.75)",seed=job forwarding model;sim=0.998
job level host,model,"embed_expand(k=5,min_cos=0.75)",seed=job forwarding model;sim=0.998
host management host,model,"embed_expand(k=5,min_cos=0.75)",seed=host host model;sim=0.999
parameter feature section,parameter section,"embed_expand(k=5,min_cos=0.75)",seed=parameter parameter section;sim=0.999
resource management allocation,resource allocation,"embed_expand(k=5,min_cos=0.75)",seed=job resource allocation;sim=0.998
resource method reserve,resource allocation,"embed_expand(k=5,min_cos=0.75)",seed=job resource allocation;sim=0.998
license allocation,resource allocation,"embed_expand(k=5,min_cos=0.75)",seed=global resource allocation;sim=0.998
array job,flow,"embed_expand(k=5,min_cos=0.75)",seed=job flow;sim=1.000
job array,flow,"embed_expand(k=5,min_cos=0.75)",seed=job flow;sim=1.000
applicable job,flow,"embed_expand(k=5,min_cos=0.75)",seed=job flow;sim=1.000
linux cgroup,device,"embed_expand(k=5,min_cos=0.75)",seed=linux cgroup device;sim=1.000
linux cgroup cpuset,device,"embed_expand(k=5,min_cos=0.75)",seed=linux cgroup device;sim=1.000
linux x,device,"embed_expand(k=5,min_cos=0.75)",seed=linux cgroup device;sim=0.999
linux kernel,device,"embed_expand(k=5,min_cos=0.75)",seed=linux cgroup device;sim=0.999
lot job,device,"embed_expand(k=5,min_cos=0.75)",seed=gpu job device;sim=1.000
job array element,device,"embed_expand(k=5,min_cos=0.75)",seed=gpu job device;sim=1.000
checkpointable job,device,"embed_expand(k=5,min_cos=0.75)",seed=gpu job device;sim=1.000
query,syntax,"embed_expand(k=5,min_cos=0.75)",seed=query syntax;sim=1.000
data size query,syntax,"embed_expand(k=5,min_cos=0.75)",seed=query syntax;sim=0.999
virtual machine instance,machine,"embed_expand(k=5,min_cos=0.75)",seed=virtual machine;sim=0.999
datum source location,machine,"embed_expand(k=5,min_cos=0.75)",seed=virtual machine;sim=0.998
host group,group member,"embed_expand(k=5,min_cos=0.75)",seed=host group member;sim=1.000
group host,group member,"embed_expand(k=5,min_cos=0.75)",seed=host group member;sim=1.000
good host,group member,"embed_expand(k=5,min_cos=0.75)",seed=host group member;sim=0.999
group,group member,"embed_expand(k=5,min_cos=0.75)",seed=hierarchical group member;sim=1.000
group subject sla,group member,"embed_expand(k=5,min_cos=0.75)",seed=hierarchical group member;sim=1.000
project group,group member,"embed_expand(k=5,min_cos=0.75)",seed=hierarchical group member;sim=1.000
group project,group member,"embed_expand(k=5,min_cos=0.75)",seed=hierarchical group member;sim=1.000
fair share group,group member,"embed_expand(k=5,min_cos=0.75)",seed=share group member;sim=1.000
fair share policy,group member,"embed_expand(k=5,min_cos=0.75)",seed=share group member;sim=0.999
resource plan,availability,"embed_expand(k=5,min_cos=0.75)",seed=resource availability;sim=1.000
virtual machine instance,availability,"embed_expand(k=5,min_cos=0.75)",seed=high availability;sim=0.998
demand instance,availability,"embed_expand(k=5,min_cos=0.75)",seed=high availability;sim=0.998
unit output specific,format,"embed_expand(k=5,min_cos=0.75)",seed=output default format;sim=0.999
output specific field,format,"embed_expand(k=5,min_cos=0.75)",seed=output default format;sim=0.999
host order,format,"embed_expand(k=5,min_cos=0.75)",seed=host format;sim=0.999
output field,format,"embed_expand(k=5,min_cos=0.75)",seed=output json format;sim=0.999
task remote host,group host,"embed_expand(k=5,min_cos=0.75)",seed=task group host;sim=1.000
task multiple host,group host,"embed_expand(k=5,min_cos=0.75)",seed=task group host;sim=0.999
task host sequence,group host,"embed_expand(k=5,min_cos=0.75)",seed=task group host;sim=0.999
